;battCharge;battDischarge;batteryCapacity;dateTime;gridThreshold;id;loadCons;loadGrid;loadProd;newGrid;prices;prodUsage
0;0.0;0.0;13.5;2014-08-08 00:00:00;1.406342361111111;5257;1.58968333333333;1.58968333333333;0.0;1.58968333333333;0.00493;0.0
1;0.0;0.0;13.5;2014-08-08 01:00:00;1.406342361111111;5258;1.04185;1.04185;0.0;1.04185;0.00493;0.0
2;0.0;0.0;13.5;2014-08-08 02:00:00;1.406342361111111;5259;0.88745;0.88745;0.0;0.88745;0.00493;0.0
3;0.0;0.0;13.5;2014-08-08 03:00:00;1.406342361111111;5260;0.83665;0.83665;0.0;0.83665;0.00493;0.0
4;0.0;0.0;13.5;2014-08-08 04:00:00;1.406342361111111;5261;0.610016666666667;0.610016666666667;0.0;0.610016666666667;0.00493;0.0
5;0.0;0.0;13.5;2014-08-08 05:00:00;1.406342361111111;5262;0.753016666666667;0.753016666666667;0.0;0.753016666666667;0.00493;0.0
6;0.0;0.0;13.5;2014-08-08 06:00:00;1.406342361111111;5263;1.43516666666667;1.43516666666667;0.0;1.43516666666667;0.00493;0.0
7;0.07345;0.0;13.5;2014-08-08 07:00:00;1.406342361111111;5264;0.5717;0.497583333333333;0.07345;0.5717;0.0504;0.07345
8;0.4547;0.0;13.5;2014-08-08 08:00:00;1.406342361111111;5265;0.238883333333333;-0.142316666666667;0.38125;0.238883333333333;0.0504;0.38125
9;1.225266666666667;0.0;13.5;2014-08-08 09:00:00;1.406342361111111;5266;0.244233333333333;-0.5263;0.770566666666667;0.244233333333333;0.0504;0.770566666666667
10;2.633033333333337;0.0;13.5;2014-08-08 10:00:00;1.406342361111111;5267;0.253533333333333;-1.15421666666667;1.40776666666667;0.253533333333333;0.0504;1.40776666666667
11;4.630416666666667;0.0;13.5;2014-08-08 11:00:00;1.406342361111111;5268;0.2594;-1.73796666666667;1.99738333333333;0.2594;0.0504;1.99738333333333
12;7.065616666666667;0.0;13.5;2014-08-08 12:00:00;1.406342361111111;5269;0.273733333333333;-2.1616;2.4352;0.273733333333333;0.0504;2.4352
13;9.742349999999997;0.0;13.5;2014-08-08 13:00:00;1.406342361111111;5270;0.573583333333333;-2.10315;2.67673333333333;0.573583333333333;0.0504;2.67673333333333
14;12.473866666666666;0.0;13.5;2014-08-08 14:00:00;1.406342361111111;5271;0.87385;-1.85763333333333;2.73151666666667;0.87385;0.0504;2.73151666666667
15;13.5;0.0;13.5;2014-08-08 15:00:00;1.406342361111111;5272;1.20805;-1.42401666666667;2.632;1.20805;0.09761;1.0261333333333345
16;13.5;0.58175;13.5;2014-08-08 16:00:00;1.406342361111111;5273;2.08175;-0.127733333333333;2.20948333333333;1.5;0.09761;0.58175
17;13.5;0.8585166666666701;13.5;2014-08-08 17:00:00;1.406342361111111;5274;2.35851666666667;0.41775;1.94073333333333;1.5;0.09761;0.8585166666666697
18;13.5;0.05593333333333006;13.5;2014-08-08 18:00:00;1.406342361111111;5275;1.55593333333333;0.363933333333333;1.19198333333333;1.5;0.09761;0.05593333333333095
19;11.61076666666667;2.45328333333333;13.5;2014-08-08 19:00:00;1.406342361111111;5276;3.95328333333333;3.3892;0.56405;1.5;0.09761;0.56405
20;9.63263333333334;1.97813333333333;13.5;2014-08-08 20:00:00;1.406342361111111;5277;3.47813333333333;3.46973333333333;0.0;1.5;0.09761;0.0
21;8.74423333333334;0.8883999999999999;13.5;2014-08-08 21:00:00;1.406342361111111;5278;2.3884;2.3884;0.0;1.5;0.0504;0.0
22;7.321833333333341;1.4224;13.5;2014-08-08 22:00:00;1.406342361111111;5279;2.9224;2.9224;0.0;1.5;0.0504;0.0
23;5.365175694444452;1.956657638888889;13.5;2014-08-08 23:00:00;1.406342361111111;5280;3.363;3.363;0.0;1.406342361111111;0.00493;0.0
